Country ISO3,Country,Year,Domain,Metric,Value,Unit,Source,Source URL,Loaded at
BEL,Belgium,2023,Demographics,Population,11779946,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEL,Belgium,2023,Economics,GDP (current US$),650779364363.737,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEL,Belgium,2024,Demographics,Population,11858610,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEL,Belgium,2024,Economics,GDP (current US$),670983130618.828,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEL,Belgium,2025,Demographics,Population,11941781,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEL,Belgium,2025,Economics,GDP (current US$),725466462859.646,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2016,Demographics,Population,11697842,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2016,Economics,GDP (current US$),11821065853.3838,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2017,Demographics,Population,12039780,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2017,Economics,GDP (current US$),12701655836.9467,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2018,Demographics,Population,12383347,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2018,Economics,GDP (current US$),14262408089.9261,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2019,Demographics,Population,12726755,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2019,Economics,GDP (current US$),14391686313.4641,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2020,Demographics,Population,13070169,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2020,Economics,GDP (current US$),15686741883.934,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2021,Demographics,Population,13413417,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2021,Economics,GDP (current US$),17687623530.3355,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2022,Demographics,Population,13759501,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2022,Economics,GDP (current US$),17425405090.862,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2023,Demographics,Population,14111034,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2023,Economics,GDP (current US$),19673291004.1444,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2024,Demographics,Population,14462724,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2024,Economics,GDP (current US$),21482643706.4249,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BEN,Benin,2025,Demographics,Population,14814460,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BEN,Benin,2025,Economics,GDP (current US$),24566420903.5337,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2016,Demographics,Population,19334856,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2016,Economics,GDP (current US$),12833363045.3367,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2017,Demographics,Population,19894407,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2017,Economics,GDP (current US$),14106955615.3442,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2018,Demographics,Population,20438288,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2018,Economics,GDP (current US$),15890066221.2882,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2019,Demographics,Population,20961952,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2019,Economics,GDP (current US$),16032813503.3707,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2020,Demographics,Population,21478690,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2020,Economics,GDP (current US$),17725010532.5268,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2021,Demographics,Population,21995243,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2021,Economics,GDP (current US$),19697516284.3787,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2022,Demographics,Population,22509038,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2022,Economics,GDP (current US$),18622421394.6133,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2023,Demographics,Population,23025776,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2023,Economics,GDP (current US$),20106062971.6533,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2024,Demographics,Population,23548781,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2024,Economics,GDP (current US$),23136514855.7646,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BFA,Burkina Faso,2025,Demographics,Population,24074580,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BFA,Burkina Faso,2025,Economics,GDP (current US$),27627297461.3181,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2016,Demographics,Population,160811932,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2016,Economics,GDP (current US$),265224515675.034,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2017,Demographics,Population,162186147,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2017,Economics,GDP (current US$),293732446624.596,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2018,Demographics,Population,163523103,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2018,Economics,GDP (current US$),321362752441.78,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2019,Demographics,Population,164913055,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2019,Economics,GDP (current US$),351231654603.692,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2020,Demographics,Population,166298024,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2020,Economics,GDP (current US$),373979442362.193,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2021,Demographics,Population,167658854,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2021,Economics,GDP (current US$),416271647911.014,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2022,Demographics,Population,169384897,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2022,Economics,GDP (current US$),460131689083.083,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2023,Demographics,Population,171466990,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2023,Economics,GDP (current US$),437415333018.291,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2024,Demographics,Population,173562364,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2024,Economics,GDP (current US$),450119432068.852,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGD,Bangladesh,2025,Demographics,Population,175686899,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGD,Bangladesh,2025,Economics,GDP (current US$),456319229255.578,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2016,Demographics,Population,6894139,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2016,Economics,GDP (current US$),53932152153.5457,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2017,Demographics,Population,6803468,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2017,Economics,GDP (current US$),59170671046.4798,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2018,Demographics,Population,6710798,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2018,Economics,GDP (current US$),66100606676.6544,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2019,Demographics,Population,6616726,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2019,Economics,GDP (current US$),68511235459.4907,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2020,Demographics,Population,6550696,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2020,Economics,GDP (current US$),70490478088.1395,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2021,Demographics,Population,6507301,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2021,Economics,GDP (current US$),84378926047.3002,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2022,Demographics,Population,6465097,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2022,Economics,GDP (current US$),90510784777.6397,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2023,Demographics,Population,6446596,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2023,Economics,GDP (current US$),102204457334.822,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2024,Demographics,Population,6441421,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2024,Economics,GDP (current US$),113349149166.793,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BGR,Bulgaria,2025,Demographics,Population,6433302,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BGR,Bulgaria,2025,Economics,GDP (current US$),130777235529.606,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2016,Demographics,Population,1423726,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2016,Economics,GDP (current US$),33884680851.0638,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2017,Demographics,Population,1501116,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2017,Economics,GDP (current US$),37204813829.7872,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2018,Demographics,Population,1503091,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2018,Economics,GDP (current US$),39567978723.4043,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2019,Demographics,Population,1483756,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2019,Economics,GDP (current US$),40446808510.6383,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2020,Demographics,Population,1472204,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2020,Economics,GDP (current US$),35837632978.7234,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2021,Demographics,Population,1504365,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2021,Economics,GDP (current US$),40840212765.9574,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2022,Demographics,Population,1524693,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2022,Economics,GDP (current US$),46458191489.3617,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2023,Demographics,Population,1577059,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2023,Economics,GDP (current US$),46192260638.2979,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2024,Demographics,Population,1588670,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2024,Economics,GDP (current US$),47210732712.766,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHR,Bahrain,2025,Demographics,Population,1600366,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHR,Bahrain,2025,Economics,GDP (current US$),48965725531.9149,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2016,Demographics,Population,388055,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2016,Economics,GDP (current US$),11880900000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2017,Demographics,Population,390485,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2017,Economics,GDP (current US$),12446900000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2018,Demographics,Population,392717,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2018,Economics,GDP (current US$),12819200000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2019,Demographics,Population,394675,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2019,Economics,GDP (current US$),13277000000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2020,Demographics,Population,395863,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2020,Economics,GDP (current US$),10363200000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2021,Demographics,Population,396373,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2021,Economics,GDP (current US$),12037000000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2022,Demographics,Population,397538,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2022,Economics,GDP (current US$),13896800000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2023,Demographics,Population,399440,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2023,Economics,GDP (current US$),15271300000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2024,Demographics,Population,401283,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BHS,"Bahamas, The",2024,Economics,GDP (current US$),15832800000.0,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BHS,"Bahamas, The",2025,Demographics,Population,403033,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2016,Demographics,Population,3473003,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2016,Economics,GDP (current US$),17116926553.8513,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2017,Demographics,Population,3428682,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2017,Economics,GDP (current US$),18326373135.6099,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2018,Demographics,Population,3387000,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2018,Economics,GDP (current US$),20484058033.1144,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2019,Demographics,Population,3345533,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2019,Economics,GDP (current US$),20482608984.3316,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2020,Demographics,Population,3299349,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2020,Economics,GDP (current US$),20226038369.9191,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2021,Demographics,Population,3244907,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2021,Economics,GDP (current US$),23672712121.2671,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2022,Demographics,Population,3204802,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2022,Economics,GDP (current US$),24534663636.1778,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2023,Demographics,Population,3185073,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2023,Economics,GDP (current US$),27592361498.4057,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2024,Demographics,Population,3164253,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2024,Economics,GDP (current US$),29737363103.0492,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BIH,Bosnia and Herzegovina,2025,Demographics,Population,3140095,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BIH,Bosnia and Herzegovina,2025,Economics,GDP (current US$),32599982936.3931,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BLR,Belarus,2016,Demographics,Population,9469379,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BLR,Belarus,2016,Economics,GDP (current US$),47723545321.259,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BLR,Belarus,2017,Demographics,Population,9458989,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BLR,Belarus,2017,Economics,GDP (current US$),54725405751.1559,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BLR,Belarus,2018,Demographics,Population,9438785,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BLR,Belarus,2018,Economics,GDP (current US$),60031026576.26,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BLR,Belarus,2019,Demographics,Population,9419758,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
BLR,Belarus,2019,Economics,GDP (current US$),64410170653.4569,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
BLR,Belarus,2020,Demographics,Population,9379952,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
