Country ISO3,Country,Year,Domain,Metric,Value,Unit,Source,Source URL,Loaded at
HTI,Haiti,2021,Demographics,Population,11374586,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HTI,Haiti,2021,Economics,GDP (current US$),20754978152.2134,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HTI,Haiti,2022,Demographics,Population,11503606,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HTI,Haiti,2022,Economics,GDP (current US$),20113007125.93,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HTI,Haiti,2023,Demographics,Population,11637398,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HTI,Haiti,2023,Economics,GDP (current US$),19572288894.1581,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HTI,Haiti,2024,Demographics,Population,11772557,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HTI,Haiti,2024,Economics,GDP (current US$),24255657481.2502,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HTI,Haiti,2025,Demographics,Population,11906095,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HTI,Haiti,2025,Economics,GDP (current US$),32077278409.2339,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2016,Demographics,Population,9759755,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2016,Economics,GDP (current US$),128983560865.293,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2017,Demographics,Population,9726756,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2017,Economics,GDP (current US$),143335098991.862,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2018,Demographics,Population,9706964,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2018,Economics,GDP (current US$),161184691013.835,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2019,Demographics,Population,9694824,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2019,Economics,GDP (current US$),164936682033.992,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2020,Demographics,Population,9670419,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2020,Economics,GDP (current US$),158468487754.196,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2021,Demographics,Population,9630932,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2021,Economics,GDP (current US$),183282685440.486,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2022,Demographics,Population,9605074,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2022,Economics,GDP (current US$),177002580544.155,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2023,Demographics,Population,9592186,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2023,Economics,GDP (current US$),213029511028.874,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2024,Demographics,Population,9562065,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2024,Economics,GDP (current US$),222848211034.367,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
HUN,Hungary,2025,Demographics,Population,9514251,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
HUN,Hungary,2025,Economics,GDP (current US$),246490213513.054,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2016,Demographics,Population,264627418,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2016,Economics,GDP (current US$),931877364037.698,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2017,Demographics,Population,267346658,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2017,Economics,GDP (current US$),1015618744159.73,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2018,Demographics,Population,269951846,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2018,Economics,GDP (current US$),1042271532988.63,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2019,Demographics,Population,272489381,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2019,Economics,GDP (current US$),1119099871350.2,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2020,Demographics,Population,274814866,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2020,Economics,GDP (current US$),1059054842698.48,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2021,Demographics,Population,276758053,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2021,Economics,GDP (current US$),1186509691086.73,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2022,Demographics,Population,278830529,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2022,Economics,GDP (current US$),1319101183380.15,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2023,Demographics,Population,281190067,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2023,Economics,GDP (current US$),1371166925749.88,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2024,Demographics,Population,283487931,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2024,Economics,GDP (current US$),1396301788461.69,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2024,Trade,Export Skimmed Milk Powder (SMP),798656.071,kg,UN Comtrade,https://comtradeplus.un.org/,2026-08-02T03:46:10.305893+00:00
IDN,Indonesia,2024,Trade,Export Skimmed Milk Powder (SMP),3831793.543,current US$,UN Comtrade,https://comtradeplus.un.org/,2026-08-02T03:46:10.305893+00:00
IDN,Indonesia,2024,Trade,Import Skimmed Milk Powder (SMP),201079263.0,kg,UN Comtrade,https://comtradeplus.un.org/,2026-08-02T03:46:10.305893+00:00
IDN,Indonesia,2024,Trade,Import Skimmed Milk Powder (SMP),567636023.0,current US$,UN Comtrade,https://comtradeplus.un.org/,2026-08-02T03:46:10.305893+00:00
IDN,Indonesia,2025,Demographics,Population,285721236,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IDN,Indonesia,2025,Economics,GDP (current US$),1445642584163.81,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IDN,Indonesia,2025,Trade,Export Skimmed Milk Powder (SMP),444867.454,kg,UN Comtrade,https://comtradeplus.un.org/,2026-08-02T03:46:10.305893+00:00
IDN,Indonesia,2025,Trade,Export Skimmed Milk Powder (SMP),2205840.362,current US$,UN Comtrade,https://comtradeplus.un.org/,2026-08-02T03:46:10.305893+00:00
IDN,Indonesia,2025,Trade,Import Skimmed Milk Powder (SMP),196326538.825,kg,UN Comtrade,https://comtradeplus.un.org/,2026-08-02T03:46:10.305893+00:00
IDN,Indonesia,2025,Trade,Import Skimmed Milk Powder (SMP),582132999.24,current US$,UN Comtrade,https://comtradeplus.un.org/,2026-08-02T03:46:10.305893+00:00
IMN,Isle of Man,2016,Demographics,Population,83466,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2016,Economics,GDP (current US$),6846377563.00683,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IMN,Isle of Man,2017,Demographics,Population,83609,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2017,Economics,GDP (current US$),6979788333.50279,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IMN,Isle of Man,2018,Demographics,Population,83805,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2018,Economics,GDP (current US$),7491649455.92717,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IMN,Isle of Man,2019,Demographics,Population,83957,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2019,Economics,GDP (current US$),7314967866.28289,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IMN,Isle of Man,2020,Demographics,Population,84064,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2020,Economics,GDP (current US$),6684225641.02564,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IMN,Isle of Man,2021,Demographics,Population,84106,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2021,Economics,GDP (current US$),7931193222.06405,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IMN,Isle of Man,2022,Demographics,Population,84132,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2022,Economics,GDP (current US$),7431257410.92713,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IMN,Isle of Man,2023,Demographics,Population,84165,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2023,Economics,GDP (current US$),7576129932.79381,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IMN,Isle of Man,2024,Demographics,Population,84160,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IMN,Isle of Man,2025,Demographics,Population,84118,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2016,Demographics,Population,1343944296,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2016,Economics,GDP (current US$),2294796885663.16,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2017,Demographics,Population,1359657400,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2017,Economics,GDP (current US$),2651474262755.45,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2018,Demographics,Population,1374659064,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2018,Economics,GDP (current US$),2702929641648.74,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2019,Demographics,Population,1389030312,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2019,Economics,GDP (current US$),2835606256558.19,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2020,Demographics,Population,1402617695,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2020,Economics,GDP (current US$),2674851578587.27,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2020,Indicator,Mean 2 m air temperature,25.10666666666667,degC,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2020,Indicator,Mean corrected precipitation,1.6791666666666665,mm/day,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2021,Demographics,Population,1414203896,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2021,Economics,GDP (current US$),3167270623260.47,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2021,Indicator,Mean 2 m air temperature,24.701666666666668,degC,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2021,Indicator,Mean corrected precipitation,2.839166666666666,mm/day,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2022,Demographics,Population,1425423212,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2022,Economics,GDP (current US$),3249938492013.47,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2022,Indicator,Mean 2 m air temperature,25.4425,degC,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2022,Indicator,Mean corrected precipitation,2.163333333333333,mm/day,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2023,Demographics,Population,1438069596,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2023,Economics,GDP (current US$),3500906030644.76,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2023,Indicator,Mean 2 m air temperature,24.708333333333332,degC,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2023,Indicator,Mean corrected precipitation,2.4291666666666667,mm/day,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2024,Demographics,Population,1450935791,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2024,Economics,GDP (current US$),3760813470500.86,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IND,India,2024,Indicator,Mean 2 m air temperature,25.5025,degC,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2024,Indicator,Mean corrected precipitation,2.2624999999999997,mm/day,NASA POWER,"https://power.larc.nasa.gov/api/temporal/monthly/point?parameters=T2M,PRECTOTCORR&community=AG&longitude=77.2250&latitude=28.6353&format=JSON&start=2020&end=2024",2026-08-02T04:11:34.840767+00:00
IND,India,2025,Demographics,Population,1463865525,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IND,India,2025,Economics,GDP (current US$),3956067115771.63,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2016,Demographics,Population,4762722,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2016,Economics,GDP (current US$),305431252708.748,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2017,Demographics,Population,4827445,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2017,Economics,GDP (current US$),348355212568.515,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2018,Demographics,Population,4898022,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2018,Economics,GDP (current US$),395780319816.603,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2019,Demographics,Population,4976456,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2019,Economics,GDP (current US$),407211793800.713,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2020,Demographics,Population,5039747,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2020,Economics,GDP (current US$),436009027818.948,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2021,Demographics,Population,5110585,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2021,Economics,GDP (current US$),530394123829.763,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2022,Demographics,Population,5212836,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2022,Economics,GDP (current US$),548341794599.09,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2023,Demographics,Population,5311538,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2023,Economics,GDP (current US$),567372737459.116,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2024,Demographics,Population,5395790,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2024,Economics,GDP (current US$),609157459747.205,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRL,Ireland,2025,Demographics,Population,5484367,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRL,Ireland,2025,Economics,GDP (current US$),721701359046.313,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2016,Demographics,Population,83812228,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2016,Economics,GDP (current US$),478618064870.999,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2017,Demographics,Population,85026754,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2017,Economics,GDP (current US$),510239893417.645,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2018,Demographics,Population,86117998,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2018,Economics,GDP (current US$),411903303606.044,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2019,Demographics,Population,87051648,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2019,Economics,GDP (current US$),347988400957.999,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2020,Demographics,Population,87723443,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2020,Economics,GDP (current US$),280934329279.723,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2021,Demographics,Population,88455488,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2021,Economics,GDP (current US$),407350685583.335,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2022,Demographics,Population,89524246,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2022,Economics,GDP (current US$),422662261525.665,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2023,Demographics,Population,90608707,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2023,Economics,GDP (current US$),457510482317.483,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2024,Demographics,Population,91567738,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2024,Economics,GDP (current US$),475252089215.416,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRN,"Iran, Islamic Rep.",2025,Demographics,Population,92417681,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRN,"Iran, Islamic Rep.",2025,Economics,GDP (current US$),362682115433.364,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRQ,Iraq,2016,Demographics,Population,38469627,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRQ,Iraq,2016,Economics,GDP (current US$),166743557747.671,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
IRQ,Iraq,2017,Demographics,Population,39337353,people,World Bank Open Data,https://data.worldbank.org/indicator/SP.POP.TOTL,2026-08-02T04:09:08.531329+00:00
IRQ,Iraq,2017,Economics,GDP (current US$),187217660050.676,current US$,World Bank Open Data,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD,2026-08-02T04:09:09.383790+00:00
